Do It Again;Steely Dan;1972;Do It Again by Steely Dan
Fm {no Static At All};Steely Dan;1978;Fm {no Static At All} by Steely Dan
Hey Nineteen;Steely Dan;1980;Hey Nineteen by Steely Dan
Peg;Steely Dan;1977;Peg by Steely Dan
Reelin' in the Years;Steely Dan;1972;Reelin' in the Years by Steely Dan
Rikki Don't Lose That Number;Steely Dan;1974;Rikki Don't Lose That Number by Steely Dan
Love the One You're With;Stephen Stills;1971;Love the One You're With by Stephen Stills
Treetop Flyer;Stephen Stills;;Treetop Flyer by Stephen Stills
Born to Be Wild;Steppenwolf;1968;Born to Be Wild by Steppenwolf
Magic Carpet Ride;Steppenwolf;1968;Magic Carpet Ride by Steppenwolf
Copperhead Road;Steve Earle;1988;Copperhead Road by Steve Earle
Abracadabra;Steve Miller Band;1982;Abracadabra by Steve Miller Band
Fly Like an Eagle;Steve Miller Band;1976;Fly Like an Eagle by Steve Miller Band
Jet Airliner;Steve Miller Band;1977;Jet Airliner by Steve Miller Band
Jungle Love;Steve Miller Band;1977;Jungle Love by Steve Miller Band
Living in the U.S.A.;Steve Miller Band;;Living in the U.S.A. by Steve Miller Band
Mercury Blues;Steve Miller Band;;Mercury Blues by Steve Miller Band
Rock 'N Me;Steve Miller Band;1976;Rock 'N Me by Steve Miller Band
Space Cowboy;Steve Miller Band;;Space Cowboy by Steve Miller Band
Swingtown;Steve Miller Band;;Swingtown by Steve Miller Band
Take the Money and Run;Steve Miller Band;1976;Take the Money and Run by Steve Miller Band
The Joker;Steve Miller Band;1973;The Joker by Steve Miller Band
The Stake;Steve Miller Band;;The Stake by Steve Miller Band
Threshold/Jet Airliner;Steve Miller Band;;Threshold/Jet Airliner by Steve Miller Band
True Fine Love;Steve Miller Band;;True Fine Love by Steve Miller Band
Your Cash Ain't Nothin But Trash;Steve Miller Band;;Your Cash Ain't Nothin But Trash by Steve Miller Band
Oh Sherrie;Steve Perry;1984;Oh Sherrie by Steve Perry
Back In the High Life Again;Steve Winwood;1986;Back In the High Life Again by Steve Winwood
Higher Love;Steve Winwood;1986;Higher Love by Steve Winwood
Roll With It;Steve Winwood;1988;Roll With It by Steve Winwood
While You See a Chance;Steve Winwood;1980;While You See a Chance by Steve Winwood
Love The One You'Re With;Steven Stills;1971;Love The One You'Re With by Steven Stills
Edge of Seventeen;Stevie Nicks;1981;Edge of Seventeen by Stevie Nicks
Leather and Lace;Stevie Nicks;1981;Leather and Lace by Stevie Nicks
Stand Back;Stevie Nicks;1983;Stand Back by Stevie Nicks
Stop Draggin' My Heart Around;Stevie Nicks;1981;Stop Draggin' My Heart Around by Stevie Nicks
Stop Draggin' My Heart Around;Stevie Nicks w/ Tom Petty and the Heartbreakers;1981;Stop Draggin' My Heart Around by Stevie Nicks w/ Tom Petty and the Heartbreakers
Cold Shot;Stevie Ray Vaughan;;Cold Shot by Stevie Ray Vaughan
Couldn't Stand the Weather;Stevie Ray Vaughan;;Couldn't Stand the Weather by Stevie Ray Vaughan
Crossfire;Stevie Ray Vaughan;1989;Crossfire by Stevie Ray Vaughan
Life by the Drop;Stevie Ray Vaughan;;Life by the Drop by Stevie Ray Vaughan
Little Wing;Stevie Ray Vaughan;;Little Wing by Stevie Ray Vaughan
Look At Little Sister;Stevie Ray Vaughan;;Look At Little Sister by Stevie Ray Vaughan
Pride And Joy;Stevie Ray Vaughan;1983;Pride And Joy by Stevie Ray Vaughan
Scuttle Buttin';Stevie Ray Vaughan;1984;Scuttle Buttin' by Stevie Ray Vaughan
Superstition [Live];Stevie Ray Vaughan;;Superstition [Live] by Stevie Ray Vaughan
Taxman;Stevie Ray Vaughan;;Taxman by Stevie Ray Vaughan
Texas Flood;Stevie Ray Vaughan;1983;Texas Flood by Stevie Ray Vaughan
The House Is Rockin';Stevie Ray Vaughan;1989;The House Is Rockin' by Stevie Ray Vaughan
The Sky Is Crying;Stevie Ray Vaughan;;The Sky Is Crying by Stevie Ray Vaughan
Tightrope;Stevie Ray Vaughan;;Tightrope by Stevie Ray Vaughan
Voodoo Chile {slight Return};Stevie Ray Vaughan;;Voodoo Chile {slight Return} by Stevie Ray Vaughan
Superstition;Stevie Wonder;1973;Superstition by Stevie Wonder
Fortress Around Your Heart;Sting;1985;Fortress Around Your Heart by Sting
If You Love Somebody Set Them Free;Sting;;If You Love Somebody Set Them Free by Sting
Big Empty;Stone Temple Pilots;1994;Big Empty by Stone Temple Pilots
Creep;Stone Temple Pilots;1993;Creep by Stone Temple Pilots
Interstate Love Song;Stone Temple Pilots;1994;Interstate Love Song by Stone Temple Pilots
Lady Picture Show;Stone Temple Pilots;;Lady Picture Show by Stone Temple Pilots
Plush;Stone Temple Pilots;1992;Plush by Stone Temple Pilots
Sex Type Thing;Stone Temple Pilots;;Sex Type Thing by Stone Temple Pilots
Trippin' on a Hole in a Paper Heart;Stone Temple Pilots;;Trippin' on a Hole in a Paper Heart by Stone Temple Pilots
Vasoline;Stone Temple Pilots;1994;Vasoline by Stone Temple Pilots
Rock This Town;Stray Cats;;Rock This Town by Stray Cats
Stray Cat Strut;Stray Cats;;Stray Cat Strut by Stray Cats
To Hell With the Devil;Stryper;1986;To Hell With the Devil by Stryper
The Isle Of Debris;Stu Nunnery;;The Isle Of Debris by Stu Nunnery
Blue Collar Man;Styx;1978;Blue Collar Man by Styx
Come Sail Away;Styx;1977;Come Sail Away by Styx
Crystal Ball;Styx;;Crystal Ball by Styx
Fooling Yourself;Styx;1977;Fooling Yourself by Styx
Lady;Styx;1973;Lady by Styx
Light Up;Styx;1975;Light Up by Styx
Lorelei;Styx;1975;Lorelei by Styx
Renegade;Styx;1978;Renegade by Styx
Suite Madame Blue;Styx;1975;Suite Madame Blue by Styx
The Grand Illusion;Styx;1977;The Grand Illusion by Styx
Too Much Time On My Hands;Styx;1981;Too Much Time On My Hands by Styx
What I Got;Sublime;1996;What I Got by Sublime
Wrong Way;Sublime;1996;Wrong Way by Sublime
Fly;Sugar Ray;;Fly by Sugar Ray
Green Eyed Lady;Sugarloaf;1970;Green Eyed Lady by Sugarloaf
Bloody Well Right;Supertramp;1974;Bloody Well Right by Supertramp
Breakfast in America;Supertramp;1979;Breakfast in America by Supertramp
Dreamer;Supertramp;1974;Dreamer by Supertramp
Give a Little Bit;Supertramp;1977;Give a Little Bit by Supertramp
Goodbye Stranger;Supertramp;1979;Goodbye Stranger by Supertramp
Take the Long Way Home;Supertramp;1979;Take the Long Way Home by Supertramp
The Logical Song;Supertramp;1979;The Logical Song by Supertramp
Eye of the Tiger;Survivor;1982;Eye of the Tiger by Survivor
I Can't Hold Back;Survivor;;I Can't Hold Back by Survivor
Ballroom Blitz;Sweet;1973;Ballroom Blitz by Sweet
Fox On The Run;Sweet;;Fox On The Run by Sweet
Love Is Like Oxygen;Sweet;1978;Love Is Like Oxygen by Sweet
Bang a Gong (Get It On);T. Rex;1971;Bang a Gong (Get It On) by T. Rex
Jeepster;T. Rex;1971;Jeepster by T. Rex
And She Was;Talking Heads;1985;And She Was by Talking Heads
Burning Down the House;Talking Heads;1983;Burning Down the House by Talking Heads
Life During Wartime;Talking Heads;1979;Life During Wartime by Talking Heads
Once In A Lifetime;Talking Heads;1980;Once In A Lifetime by Talking Heads
Psycho Killer;Talking Heads;1977;Psycho Killer by Talking Heads
Road To Nowhere;Talking Heads;;Road To Nowhere by Talking Heads
Stay Up Late;Talking Heads;;Stay Up Late by Talking Heads
Take Me To The River;Talking Heads;;Take Me To The River by Talking Heads
Wild Wild Life;Talking Heads;1986;Wild Wild Life by Talking Heads
I'm Leaving;Taxxi;;I'm Leaving by Taxxi
Everybody Wants to Rule the World;Tears for Fears;1985;Everybody Wants to Rule the World by Tears for Fears
Head Over Heels;Tears for Fears;1985;Head Over Heels by Tears for Fears
Shout;Tears for Fears;1984;Shout by Tears for Fears
Cat Scratch Fever;Ted Nugent;1977;Cat Scratch Fever by Ted Nugent
Dog Eat Dog;Ted Nugent;;Dog Eat Dog by Ted Nugent
Free for All;Ted Nugent;1977;Free for All by Ted Nugent
Great White Buffalo;Ted Nugent;;Great White Buffalo by Ted Nugent
Stranglehold;Ted Nugent;1975;Stranglehold by Ted Nugent
Wango Tango;Ted Nugent;;Wango Tango by Ted Nugent
Hunger Strike;Temple of the Dog;1990;Hunger Strike by Temple of the Dog
I'd Love To Change The World;Ten Years After;1971;I'd Love To Change The World by Ten Years After
I'm Goin' Home;Ten Years After;;I'm Goin' Home by Ten Years After
Little Suzi;Tesla;;Little Suzi by Tesla
Love Song;Tesla;1989;Love Song by Tesla
Modern Day Cowboy;Tesla;;Modern Day Cowboy by Tesla
Signs;Tesla;;Signs by Tesla
Breakdown;The Alan Parsons Project;1977;Breakdown by The Alan Parsons Project
Eye In the Sky;The Alan Parsons Project;1982;Eye In the Sky by The Alan Parsons Project
Games People Play;The Alan Parsons Project;1981;Games People Play by The Alan Parsons Project
I Wouldn't Want to Be Like You;The Alan Parsons Project;;I Wouldn't Want to Be Like You by The Alan Parsons Project
Rain In the Summertime;The Alarm (IRS);;Rain In the Summertime by The Alarm (IRS)
Journey to the Center of the Mind;The Amboy Dukes;1968;Journey to the Center of the Mind by The Amboy Dukes
Don't Bring Me Down;The Animals;1966;Don't Bring Me Down by The Animals
House Of The Rising Sun;The Animals;1964;House Of The Rising Sun by The Animals
Monterey;The Animals;1968;Monterey by The Animals
San Franciscan Nights;The Animals;1967;San Franciscan Nights by The Animals
Spill the Wine;The Animals;;Spill the Wine by The Animals
Love Shack;The B-52's;1989;Love Shack by The B-52's
Roam;The B-52's;;Roam by The B-52's
Back On My Feet Again;The Babys;;Back On My Feet Again by The Babys
Isn't It Time;The Babys;1977;Isn't It Time by The Babys
Chest Fever;The Band;1968;Chest Fever by The Band
The Night They Drove Old Dixie Down;The Band;1969;The Night They Drove Old Dixie Down by The Band
The Weight;The Band;1968;The Weight by The Band
Up On Cripple Creek;The Band;1969;Up On Cripple Creek by The Band
Good Vibrations;The Beach Boys;1966;Good Vibrations by The Beach Boys
A Day In The Life;The Beatles;1967;A Day In The Life by The Beatles
A Hard Day's Night;The Beatles;1964;A Hard Day's Night by The Beatles
A Saturday Club Xmas/Crimble Medley;The Beatles;;A Saturday Club Xmas/Crimble Medley by The Beatles
Across The Universe;The Beatles;1970;Across The Universe by The Beatles
All My Loving;The Beatles;1963;All My Loving by The Beatles
All You Need Is Love;The Beatles;1967;All You Need Is Love by The Beatles
And Your Bird Can Sing;The Beatles;1966;And Your Bird Can Sing by The Beatles
ANYTIME AT ALL;The Beatles;1964;ANYTIME AT ALL by The Beatles
Baby You're A Rich Man;The Beatles;1967;Baby You're A Rich Man by The Beatles
Back In the U.S.S.R.;The Beatles;1968;Back In the U.S.S.R. by The Beatles
BAD BOY;The Beatles;1965;BAD BOY by The Beatles
BALLAD OF JOHN AND YOKO;The Beatles;;BALLAD OF JOHN AND YOKO by The Beatles
Birthday;The Beatles;1969;Birthday by The Beatles
Blackbird;The Beatles;1968;Blackbird by The Beatles
Can't Buy Me Love;The Beatles;1964;Can't Buy Me Love by The Beatles
Come Together;The Beatles;1969;Come Together by The Beatles
Cry For A Shadow;The Beatles;1961;Cry For A Shadow by The Beatles
Day Tripper;The Beatles;1965;Day Tripper by The Beatles
Dear Prudence;The Beatles;1968;Dear Prudence by The Beatles
Don't Let Me Down;The Beatles;1969;Don't Let Me Down by The Beatles
Drive My Car;The Beatles;1965;Drive My Car by The Beatles
Eight Days A Week;The Beatles;1964;Eight Days A Week by The Beatles
Eleanor Rigby;The Beatles;1966;Eleanor Rigby by The Beatles
Everybody's Got Something To Hide Except Me And My Monk;The Beatles;1968;Everybody's Got Something To Hide Except Me And My Monk by The Beatles
Fixing A Hole;The Beatles;1967;Fixing A Hole by The Beatles
From Me To You;The Beatles;1963;From Me To You by The Beatles
Get Back;The Beatles;1969;Get Back by The Beatles
Getting Better;The Beatles;1967;Getting Better by The Beatles
GIRL;The Beatles;1965;GIRL by The Beatles
Golden Slumbers;The Beatles;1969;Golden Slumbers by The Beatles
Good Day Sunshine;The Beatles;1966;Good Day Sunshine by The Beatles
Got To Get You Into My Life;The Beatles;1966;Got To Get You Into My Life by The Beatles
Hello Goodbye;The Beatles;1967;Hello Goodbye by The Beatles
Help!;The Beatles;1965;Help! by The Beatles
Helter Skelter;The Beatles;1968;Helter Skelter by The Beatles
Here Comes The Sun;The Beatles;1969;Here Comes The Sun by The Beatles
Hey Jude;The Beatles;1968;Hey Jude by The Beatles
I Am the Walrus;The Beatles;1967;I Am the Walrus by The Beatles
I Feel Fine;The Beatles;1964;I Feel Fine by The Beatles
I Saw Her Standing There;The Beatles;1963;I Saw Her Standing There by The Beatles
I Want To Hold Your Hand;The Beatles;1963;I Want To Hold Your Hand by The Beatles
I Want You (She's So Heavy);The Beatles;1969;I Want You (She's So Heavy) by The Beatles
I'll Follow The Sun;The Beatles;1964;I'll Follow The Sun by The Beatles
I'm A Loser;The Beatles;1964;I'm A Loser by The Beatles
I'm Down;The Beatles;1965;I'm Down by The Beatles
I've Got A Feeling;The Beatles;1970;I've Got A Feeling by The Beatles
I've Just Seen A Face;The Beatles;1965;I've Just Seen A Face by The Beatles
IN MY LIFE;The Beatles;1965;IN MY LIFE by The Beatles
IT WON'T BE LONG;The Beatles;1963;IT WON'T BE LONG by The Beatles
Lady Madonna;The Beatles;1968;Lady Madonna by The Beatles
Let It Be;The Beatles;1970;Let It Be by The Beatles
LITTLE CHILD;The Beatles;1963;LITTLE CHILD by The Beatles
Love Me Do;The Beatles;1962;Love Me Do by The Beatles
Lovely Rita;The Beatles;1967;Lovely Rita by The Beatles
Lucy In The Sky With Diamonds;The Beatles;1967;Lucy In The Sky With Diamonds by The Beatles
Magical Mystery Tour;The Beatles;1967;Magical Mystery Tour by The Beatles
Maxwell's Silver Hammer;The Beatles;1969;Maxwell's Silver Hammer by The Beatles
Norwegian Wood;The Beatles;1965;Norwegian Wood by The Beatles
NOWHERE MAN;The Beatles;1965;NOWHERE MAN by The Beatles
Ob-la-di, Ob-la-da;The Beatles;1968;Ob-la-di, Ob-la-da by The Beatles
OH DARLING;The Beatles;1969;OH DARLING by The Beatles
P.s. I Love You;The Beatles;1962;P.s. I Love You by The Beatles
Paperback Writer;The Beatles;1966;Paperback Writer by The Beatles
Penny Lane;The Beatles;1967;Penny Lane by The Beatles
Please Please Me;The Beatles;1963;Please Please Me by The Beatles
Reprise / Day in the Life;The Beatles;1967;Reprise / Day in the Life by The Beatles
Revolution;The Beatles;1968;Revolution by The Beatles
ROCK AND ROLL MUSIC;The Beatles;;ROCK AND ROLL MUSIC by The Beatles
Rocky Raccoon;The Beatles;1968;Rocky Raccoon by The Beatles
Roll Over Beethoven;The Beatles;;Roll Over Beethoven by The Beatles
Sgt. Pepper Inner Groove;The Beatles;1967;Sgt. Pepper Inner Groove by The Beatles
Sgt. Pepper's Lonely Hearts Club Band;The Beatles;1967;Sgt. Pepper's Lonely Hearts Club Band by The Beatles
Sgt. Pepper's Lonely Hearts Club Band (Reprise);The Beatles;1967;Sgt. Pepper's Lonely Hearts Club Band (Reprise) by The Beatles
Sgt. Pepper/a Day In The Life;The Beatles;1967;Sgt. Pepper/a Day In The Life by The Beatles
Sgt. Pepper/with A Little Help From My Friends;The Beatles;1967;Sgt. Pepper/with A Little Help From My Friends by The Beatles
She Loves You;The Beatles;1963;She Loves You by The Beatles
SHE'S A WOMAN;The Beatles;1964;SHE'S A WOMAN by The Beatles
She's Leaving Home;The Beatles;1967;She's Leaving Home by The Beatles
Something;The Beatles;1969;Something by The Beatles
Strawberry Fields Forever;The Beatles;1967;Strawberry Fields Forever by The Beatles
Sun King;The Beatles;1969;Sun King by The Beatles
The Ballad Of John And Yoko;The Beatles;1969;The Ballad Of John And Yoko by The Beatles
THE CONTINUING STORY OF BUNG;The Beatles;1968;THE CONTINUING STORY OF BUNG by The Beatles
The Fool On The Hill;The Beatles;1967;The Fool On The Hill by The Beatles
The Long And Winding Road;The Beatles;1970;The Long And Winding Road by The Beatles
The Word;The Beatles;1965;The Word by The Beatles
Things We Said Today;The Beatles;1964;Things We Said Today by The Beatles
Ticket to Ride;The Beatles;1965;Ticket to Ride by The Beatles
Twist and Shout;The Beatles;1963;Twist and Shout by The Beatles
Two Of Us;The Beatles;1970;Two Of Us by The Beatles
We Can Work It Out;The Beatles;1965;We Can Work It Out by The Beatles
When I'm 64;The Beatles;1967;When I'm 64 by The Beatles
While My Guitar Gently Weeps;The Beatles;1968;While My Guitar Gently Weeps by The Beatles
Wild Honey Pie;The Beatles;1968;Wild Honey Pie by The Beatles
With a Little Help From My Friends;The Beatles;1967;With a Little Help From My Friends by The Beatles
Yellow Submarine;The Beatles;1966;Yellow Submarine by The Beatles
Yesterday;The Beatles;1965;Yesterday by The Beatles
You Never Give Me Your Money;The Beatles;1969;You Never Give Me Your Money by The Beatles
You're Going To Lose That Girl;The Beatles;1965;You're Going To Lose That Girl by The Beatles
YOUR MOTHER SHOULD KNOW;The Beatles;1967;YOUR MOTHER SHOULD KNOW by The Beatles
A Conspiracy;The Black Crowes;;A Conspiracy by The Black Crowes
Gone;The Black Crowes;;Gone by The Black Crowes
Good Friday;The Black Crowes;;Good Friday by The Black Crowes
Goodbye Daughters of the Revolution;The Black Crowes;2008;Goodbye Daughters of the Revolution by The Black Crowes
Hard To Handle;The Black Crowes;1990;Hard To Handle by The Black Crowes
Hotel Illness;The Black Crowes;;Hotel Illness by The Black Crowes
Jealous Again;The Black Crowes;;Jealous Again by The Black Crowes
Kickin' My Heart Around;The Black Crowes;;Kickin' My Heart Around by The Black Crowes
Remedy;The Black Crowes;1992;Remedy by The Black Crowes
She Talks To Angels;The Black Crowes;1990;She Talks To Angels by The Black Crowes
Thorn In My Pride;The Black Crowes;;Thorn In My Pride by The Black Crowes
Twice As Hard;The Black Crowes;1990;Twice As Hard by The Black Crowes
Gold On The Ceiling;The Black Keys;2011;Gold On The Ceiling by The Black Keys
Lonely Boy;The Black Keys;2011;Lonely Boy by The Black Keys
Soul Man;The Blues Brothers;;Soul Man by The Blues Brothers
Eight Miles High;The Byrds;1966;Eight Miles High by The Byrds
Bye Bye Love;The Cars;1978;Bye Bye Love by The Cars
Candy-o;The Cars;;Candy-o by The Cars
Dangerious Type;The Cars;;Dangerious Type by The Cars
Drive;The Cars;1984;Drive by The Cars
Good Times Roll;The Cars;;Good Times Roll by The Cars
Hello Again;The Cars;1984;Hello Again by The Cars
It's All I Can Do;The Cars;;It's All I Can Do by The Cars
Just What I Needed;The Cars;1978;Just What I Needed by The Cars
Let's Go;The Cars;1979;Let's Go by The Cars
Magic;The Cars;1984;Magic by The Cars
Moving In Stereo;The Cars;1978;Moving In Stereo by The Cars
My Best Friend's Girl;The Cars;;My Best Friend's Girl by The Cars
Shake It Up;The Cars;1981;Shake It Up by The Cars
Since You're Gone;The Cars;;Since You're Gone by The Cars
Stereo/All Mixed Up;The Cars;;Stereo/All Mixed Up by The Cars
Tonight She Comes;The Cars;;Tonight She Comes by The Cars
You Might Think;The Cars;1984;You Might Think by The Cars
You're All I've Got Tonight;The Cars;;You're All I've Got Tonight by The Cars
Clampdown;The Clash;1979;Clampdown by The Clash
I Fought The Law;The Clash;;I Fought The Law by The Clash
London Calling;The Clash;1979;London Calling by The Clash
Rock The Casbah;The Clash;1982;Rock The Casbah by The Clash
Should I Stay Or Should;The Clash;1982;Should I Stay Or Should by The Clash
Train In Vain;The Clash;1979;Train In Vain by The Clash
Fire Woman;The Cult;1989;Fire Woman by The Cult
Another Park, Another Sunday;The Doobie Brothers;1974;Another Park, Another Sunday by The Doobie Brothers
Black Water;The Doobie Brothers;1974;Black Water by The Doobie Brothers
China Grove;The Doobie Brothers;1973;China Grove by The Doobie Brothers
It Keeps You Runnin';The Doobie Brothers;;It Keeps You Runnin' by The Doobie Brothers
Jesus Is Just Alright;The Doobie Brothers;1972;Jesus Is Just Alright by The Doobie Brothers
Listen To The Music;The Doobie Brothers;1972;Listen To The Music by The Doobie Brothers
Livin' On the Fault Line;The Doobie Brothers;;Livin' On the Fault Line by The Doobie Brothers
Long Train Runnin';The Doobie Brothers;1973;Long Train Runnin' by The Doobie Brothers
Natural Thing;The Doobie Brothers;;Natural Thing by The Doobie Brothers
Rockin' Down The Highway;The Doobie Brothers;1972;Rockin' Down The Highway by The Doobie Brothers
South City Midnight Lady;The Doobie Brothers;;South City Midnight Lady by The Doobie Brothers
Take Me In Your Arms;The Doobie Brothers;1975;Take Me In Your Arms by The Doobie Brothers
Takin' It To The Streets;The Doobie Brothers;1976;Takin' It To The Streets by The Doobie Brothers
UKIAH/THE CAPTAIN AND ME;The Doobie Brothers;;UKIAH/THE CAPTAIN AND ME by The Doobie Brothers
What a Fool Believes;The Doobie Brothers;1978;What a Fool Believes by The Doobie Brothers
Wheels Of Fortune;The Doobie Brothers;;Wheels Of Fortune by The Doobie Brothers
Back Door Man;The Doors;1967;Back Door Man by The Doors
Break On Through;The Doors;1967;Break On Through by The Doors
Five To One;The Doors;1968;Five To One by The Doors
Gloria;The Doors;;Gloria by The Doors
Hello, I Love You;The Doors;1968;Hello, I Love You by The Doors
L.A. Woman;The Doors;1971;L.A. Woman by The Doors
Light My Fire;The Doors;1967;Light My Fire by The Doors
Love Her Madly;The Doors;1971;Love Her Madly by The Doors
Love Me Two Times;The Doors;1967;Love Me Two Times by The Doors
Moonlight Drive;The Doors;1967;Moonlight Drive by The Doors
Peace Frog;The Doors;1970;Peace Frog by The Doors
People Are Strange;The Doors;1967;People Are Strange by The Doors
Riders On The Storm;The Doors;1971;Riders On The Storm by The Doors
Roadhouse Blues;The Doors;1967;Roadhouse Blues by The Doors
Soul Kitchen;The Doors;;Soul Kitchen by The Doors
The Changeling;The Doors;1971;The Changeling by The Doors
The Crystal Ship;The Doors;1967;The Crystal Ship by The Doors
Touch Me;The Doors;1969;Touch Me by The Doors
Twentieth Century Fox;The Doors;1967;Twentieth Century Fox by The Doors
Waiting For The Sun;The Doors;1970;Waiting For The Sun by The Doors
When the Music's Over;The Doors;1967;When the Music's Over by The Doors
Tuff Enuff;The Fabulous Thunderbirds;;Tuff Enuff by The Fabulous Thunderbirds
Radioactive;The Firm;1985;Radioactive by The Firm
One Thing Leads To Another;The Fixx;1983;One Thing Leads To Another by The Fixx
Saved By Zero;The Fixx;1983;Saved By Zero by The Fixx
Iris;The Goo Goo Dolls;1998;Iris by The Goo Goo Dolls
Funk #49;The James Gang;1970;Funk #49 by The James Gang
This Beat Goes on/Switching to Glide;The Kings;;This Beat Goes on/Switching to Glide by The Kings
A Well Respected Man;The Kinks;;A Well Respected Man by The Kinks
All Day And All Of The Night;The Kinks;1964;All Day And All Of The Night by The Kinks
Apeman;The Kinks;1971;Apeman by The Kinks
Come Dancing;The Kinks;1983;Come Dancing by The Kinks
Destroyer;The Kinks;1981;Destroyer by The Kinks
Lola;The Kinks;1970;Lola by The Kinks
Sunny Afternoon;The Kinks;1966;Sunny Afternoon by The Kinks
Superman;The Kinks;;Superman by The Kinks
Tired of Waiting;The Kinks;1965;Tired of Waiting by The Kinks
Victoria;The Kinks;;Victoria by The Kinks
Waterloo Sunset;The Kinks;1967;Waterloo Sunset by The Kinks
You Really Got Me;The Kinks;1964;You Really Got Me by The Kinks
My Sharona;The Knack;1979;My Sharona by The Knack
Mrs. Robinson;The Lemonheads;;Mrs. Robinson by The Lemonheads
Summer In the City;The Lovin' Spoonful;1966;Summer In the City by The Lovin' Spoonful
CALIFORNIA DREAMIN';The Mamas ;1966;CALIFORNIA DREAMIN' by The Mamas 
Can't You See;The Marshall Tucker Band;1973;Can't You See by The Marshall Tucker Band
HEARD IT IN A LOVE SONG;The Marshall Tucker Band;1977;HEARD IT IN A LOVE SONG by The Marshall Tucker Band
Take The Highway;The Marshall Tucker Band;;Take The Highway by The Marshall Tucker Band
Gypsy;The Moody Blues;;Gypsy by The Moody Blues
Question;The Moody Blues;1970;Question by The Moody Blues
Ride My See Saw;The Moody Blues;1968;Ride My See Saw by The Moody Blues
The Story In Your Eyes;The Moody Blues;1971;The Story In Your Eyes by The Moody Blues
Your Wildest Dreams;The Moody Blues;1986;Your Wildest Dreams by The Moody Blues
Life in the Fast Lane;The New Eagles;1976;Life in the Fast Lane by The New Eagles
Come Out and Play;The Offspring;1994;Come Out and Play by The Offspring
Self Esteem;The Offspring;1994;Self Esteem by The Offspring
The Kids Aren't Alright;The Offspring;1998;The Kids Aren't Alright by The Offspring
Your Love;The Outfield;1985;Your Love by The Outfield
Green Grass & High Tides;The Outlaws;1975;Green Grass & High Tides by The Outlaws
Can't Stand Losing You;The Police;1978;Can't Stand Losing You by The Police
De Do Do Do, De Da Da Da;The Police;1980;De Do Do Do, De Da Da Da by The Police
Don't Stand So Close To Me;The Police;1980;Don't Stand So Close To Me by The Police
Driven to Tears;The Police;1980;Driven to Tears by The Police
Every Breath You Take;The Police;1983;Every Breath You Take by The Police
Every Little Thing She Does Is Magic;The Police;1981;Every Little Thing She Does Is Magic by The Police
Invisible Sun;The Police;1981;Invisible Sun by The Police
King Of Pain;The Police;1983;King Of Pain by The Police
Message In A Bottle;The Police;1979;Message In A Bottle by The Police
Roxanne;The Police;1978;Roxanne by The Police
So Lonely;The Police;1978;So Lonely by The Police
Spirits In The Material World;The Police;1981;Spirits In The Material World by The Police
Synchronicity II;The Police;1983;Synchronicity II by The Police
Walking On The Moon;The Police;1979;Walking On The Moon by The Police
Wrapped Around Your Finger;The Police;1983;Wrapped Around Your Finger by The Police
Some Like It Hot;The Power Station;1985;Some Like It Hot by The Power Station
Back On The Chain Gang;The Pretenders;1982;Back On The Chain Gang by The Pretenders
Brass In Pocket;The Pretenders;1980;Brass In Pocket by The Pretenders
Don't Get Me Wrong;The Pretenders;1986;Don't Get Me Wrong by The Pretenders
Message of Love;The Pretenders;;Message of Love by The Pretenders
Middle Of The Road;The Pretenders;1984;Middle Of The Road by The Pretenders
My City Was Gone;The Pretenders;1984;My City Was Gone by The Pretenders
Mystery Achievement;The Pretenders;;Mystery Achievement by The Pretenders
TALK OF THE TOWN;The Pretenders;1980;TALK OF THE TOWN by The Pretenders
Blitzkrieg Bop;The Ramones;1976;Blitzkrieg Bop by The Ramones
Do You Remember Rock 'n' Roll Radio;The Ramones;1980;Do You Remember Rock 'n' Roll Radio by The Ramones
I Wanna Be Sedated;The Ramones;1978;I Wanna Be Sedated by The Ramones
Rock 'n' Roll High School;The Ramones;;Rock 'n' Roll High School by The Ramones
Rockaway Beach;The Ramones;;Rockaway Beach by The Ramones
Teenage Lobotomy;The Ramones;;Teenage Lobotomy by The Ramones
TALKING IN YOUR SLEEP;The Romantics;1983;TALKING IN YOUR SLEEP by The Romantics
What I Like About You;The Romantics;1980;What I Like About You by The Romantics
Itchycoo Park;The Small Faces;1967;Itchycoo Park by The Small Faces
A Girl Like You;The Smithereens;1989;A Girl Like You by The Smithereens
I'm A Man;The Spencer Davis Group;1967;I'm A Man by The Spencer Davis Group
Dirty Water;The Standells;1966;Dirty Water by The Standells
End of the Line;The Traveling Wilburys;1988;End of the Line by The Traveling Wilburys
Handle with Care;The Traveling Wilburys;1988;Handle with Care by The Traveling Wilburys
Tweeter and the Monkey Man;The Traveling Wilburys;;Tweeter and the Monkey Man by The Traveling Wilburys
She's a Beauty;The Tubes;1983;She's a Beauty by The Tubes
Talk To Ya Later;The Tubes;1981;Talk To Ya Later by The Tubes
One Headlight;The Wallflowers;1996;One Headlight by The Wallflowers
Seven Nation Army;The White Stripes;2003;Seven Nation Army by The White Stripes
5:15;The Who;1973;0.21875 by The Who
ANOTHER TRICKY DAY;The Who;;ANOTHER TRICKY DAY by The Who
Athena;The Who;1982;Athena by The Who
Baba O'Reilly;The Who;1971;Baba O'Reilly by The Who
Bargain;The Who;1971;Bargain by The Who
